X,Y,OBJECTID,FORMULARIO,CODIGO_ACCIDENTE,FECHA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,DIRECCION,GRAVEDAD,CLASE_ACC,LOCALIDAD,FECHA_HORA_ACC,LATITUD,LONGITUD,CIV,PK_CALZADA
-74.0508695889999,4.69360634684597,242,A000551938,4468964,2016/12/30 00:00:00+00,2016,KR 19-CL 106A 02,SOLO DANOS,CHOQUE,USAQUEN,2016/12/30 20:00:00+00,4.69360635,-74.05086959,1005228,52007
-74.171230919,4.62426026484819,244,A000553353,4470313,2017/01/18 00:00:00+00,2017,CL 46-KR 81H S 02,SOLO DANOS,CHOQUE,KENNEDY,2017/01/18 13:50:00+00,4.62426026,-74.17123092,8005946,245294
-74.1336491759999,4.54022382685093,248,A000555581,4473120,2017/02/17 00:00:00+00,2017,AV AVENIDA BOYACA-KR 15D 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2017/02/17 15:00:00+00,4.54022383,-74.13364918,19011427,151540
-74.123600871,4.57496421184981,250,A000756222,4505170,2018/01/11 00:00:00+00,2018,AV AVENIDA CARACAS-CL 44 S 2,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE,2018/01/11 21:30:00+00,4.57496421,-74.12360087,18001855,99047
-74.0934799039999,4.68026812984639,251,A000199686,4411392,2015/04/28 00:00:00+00,2015,CL 69-KR 66 02,CON HERIDOS,CHOQUE,ENGATIVA,2015/04/28 07:00:00+00,4.68026813,-74.0934799,10008483,224225
-74.099451121,4.74861735084417,254,A000644328,4492894,2017/09/08 00:00:00+00,2017,CL 145-KR 109C 2,CON HERIDOS,ATROPELLO,SUBA,2017/09/08 05:40:00+00,4.74861735,-74.09945112,50007355,50013390
-74.0548786049999,4.66698379184682,258,A11933,4420247,2015/08/06 00:00:00+00,2015,KR 13-CL 82 02,CON HERIDOS,CHOQUE,CHAPINERO,2015/08/06 07:50:00+00,4.66698379,-74.05487861,2000739,39517
-74.11170928,4.68158451984635,264,A000758581,4508580,2018/02/15 00:00:00+00,2018,CL 63-KR 5 2,SOLO DANOS,CHOQUE,ENGATIVA,2018/02/15 10:20:00+00,4.68158452,-74.11170928,50007049,50012254
-74.191106063,4.63037132084799,269,A000759038,4509258,2018/02/20 00:00:00+00,2018,CL 58-KR 89B S 02,SOLO DANOS,CHOQUE,BOSA,2018/02/20 15:33:00+00,4.63037132,-74.19110606,7000863,242881
-74.150574085,4.66944906084671,270,A000755803,4505306,2018/01/12 00:00:00+00,2018,KR 100-CL 16A 02,SOLO DANOS,CHOQUE,FONTIBON,2018/01/12 08:00:00+00,4.66944906,-74.15057409,9002829,
-74.0654096499999,4.67529654984654,278,A000761324,4510438,2018/03/05 00:00:00+00,2018,AK 30-CL 85A 39,CON HERIDOS,CHOQUE,BARRIOS UNIDOS,2018/03/05 23:10:00+00,4.67529655,-74.06540965,12000861,37184
-74.0196257389999,4.66956601384674,280,A17487,4456583,2016/09/05 00:00:00+00,2016,CL 100-KR 9 E 02,CON HERIDOS,ATROPELLO,CHAPINERO,2016/09/05 16:20:00+00,4.66956601,-74.01962574,1005965,34352
-74.0892613089999,4.60879301984872,281,A000692136,4501083,2017/11/28 00:00:00+00,2017,KR 24-CL 12 02,SOLO DANOS,CHOQUE,LOS MARTIRES,2017/11/28 22:40:00+00,4.60879302,-74.08926131,14000489,54725
-74.050907208,4.66878568784678,283,A000400141,4445064,2016/05/13 00:00:00+00,2016,KR 11-CL 85 41,CON HERIDOS,CHOQUE,CHAPINERO,2016/05/13 07:48:00+00,4.66878569,-74.05090721,2000699,36525
-74.100933018,4.57450612484981,285,A13487,4421477,2015/08/22 00:00:00+00,2015,CL 27-KR 12 S 02,CON HERIDOS,ATROPELLO,RAFAEL URIBE URIBE,2015/08/22 12:00:00+00,4.57450613,-74.10093302,18006890,93535
-74.121820624,4.68646504384618,289,A000644847,4494393,2017/09/22 00:00:00+00,2017,KR 93-CL 52 02,SOLO DANOS,CHOQUE,ENGATIVA,2017/09/22 12:45:00+00,4.68646504,-74.12182062,9004158,170728
-74.143672062,4.5848395248495,293,A000476776,4463107,2016/11/05 00:00:00+00,2016,CL 56A-KR 36A S 02,CON HERIDOS,CHOQUE,TUNJUELITO,2016/11/05 09:10:00+00,4.58483953,-74.14367206,6001842,234597
-74.0707925299999,4.70360278184565,302,A000347841,4444063,2016/04/02 00:00:00+00,2016,AV AVENIDA SUBA-CL 118 02,SOLO DANOS,CHOQUE,SUBA,2016/04/02 07:30:00+00,4.70360278,-74.07079253,11010654,50013668
-74.1206814,4.68702259984615,304,A000201314,4413441,2015/05/20 00:00:00+00,2015,TR 93-CL 52A 96,CON HERIDOS,CHOQUE,ENGATIVA,2015/05/20 14:15:00+00,4.6870226,-74.1206814,9004158,170728
-74.0784701059999,4.69195267784601,306,A000407968,4452689,2016/07/28 00:00:00+00,2016,KR 70-CL 96 02,SOLO DANOS,CHOQUE,SUBA,2016/07/28 09:05:00+00,4.69195268,-74.07847011,11011403,221488
-74.112952756,4.65426079584725,308,A000812566,10447653,2018/05/11 00:00:00+00,2018,DG 23B-KR 69 02,SOLO DANOS,CHOQUE,FONTIBON,2018/05/11 16:30:00+00,4.6542608,-74.11295276,9003791,228430
-74.134763828,4.68209416184633,309,A7649,4415678,2015/06/12 00:00:00+00,2015,AV AVENIDA LUIS CARLOS GALAN-KR 101 02,SOLO DANOS,CHOQUE,FONTIBON,2015/06/12 20:10:00+00,4.68209416,-74.13476383,9001394,201537
-74.0509913399999,4.65328026884726,315,A000692536,4501234,2017/11/28 00:00:00+00,2017,AV AVENIDA CIRCUNVALAR-CL 72 02,SOLO DANOS,CHOQUE,CHAPINERO,2017/11/28 18:15:00+00,4.65328027,-74.05099134,2001167,35786
-74.107239685,4.64826447784742,316,A000201288,4413246,2015/05/18 00:00:00+00,2015,KR 68-CL 23 02,SOLO DANOS,CHOQUE,TEUSAQUILLO,2015/05/18 21:30:00+00,4.64826448,-74.10723969,9004298,33000
-74.103646845,4.75065624984407,317,A10654,4418712,2015/07/21 00:00:00+00,2015,CL 145-KR 114D 02,CON HERIDOS,ATROPELLO,SUBA,2015/07/21 09:50:00+00,4.75065625,-74.10364685,11002064,8889
-74.072603264,4.63003739684799,318,A000644351,4493139,2017/09/09 00:00:00+00,2017,CL 40-KR 19 02,SOLO DANOS,CHOQUE,TEUSAQUILLO,2017/09/09 13:30:00+00,4.6300374,-74.07260326,13001862,212766
-74.137452614,4.6329993608479,320,A000643083,4492880,2017/09/05 00:00:00+00,2017,AV AVENIDA BOYACA-CL 7 02,SOLO DANOS,CHOQUE,KENNEDY,2017/09/05 08:30:00+00,4.63299936,-74.13745261,8003644,142748
-74.0615434549999,4.660752222847,321,A000476062,4462869,2016/11/03 00:00:00+00,2016,AV AVENIDA CARACAS-CL 73 02,SOLO DANOS,CHOQUE,CHAPINERO,2016/11/03 11:40:00+00,4.66075222,-74.06154346,2000979,39184
-74.153916193,4.67797839184646,325,A10184,4418342,2015/07/16 00:00:00+00,2015,AV AVENIDA CENTENARIO-KR 111A 02,SOLO DANOS,CHOQUE,FONTIBON,2015/07/16 13:45:00+00,4.67797839,-74.15391619,9001876,200990
-74.119387471,4.67919104184644,326,A2478,4406033,2015/02/28 00:00:00+00,2015,AC 26-KR 86 02,CON HERIDOS,CHOQUE,ENGATIVA,2015/02/28 04:40:00+00,4.67919104,-74.11938747,9004423,3
-74.077677861,4.65290816484727,328,A000760859,4507874,2018/02/09 00:00:00+00,2018,CL 63A-KR 28A 74,SOLO DANOS,CHOQUE,BARRIOS UNIDOS,2018/02/09 08:00:00+00,4.65290816,-74.07767786,12002684,31269
-74.0831209689999,4.62880124984805,330,A000041382,4403277,2015/01/27 00:00:00+00,2015,KR 32A-CL 25B 75,SOLO DANOS,CHOQUE,TEUSAQUILLO,2015/01/27 07:00:00+00,4.62880125,-74.08312097,13002000,138938
-74.068168807,4.73058422484473,333,A11148,4419396,2015/07/27 00:00:00+00,2015,AV AVENIDA BOYACA-CL 139 02,SOLO DANOS,CHOQUE,SUBA,2015/07/27 16:30:00+00,4.73058422,-74.06816881,11012324,173668
-74.165,4.63299999984791,334,A001235389,10533573,2020/12/10 00:00:00+00,2020,KR 86 - CL 40 S 02,SOLO DANOS,CHOQUE,KENNEDY,2020/12/10 09:30:00+00,4.633,-74.165,8004108,
-74.1539999999999,4.53899999985097,336,A001232508,10533620,2020/11/21 00:00:00+00,2020,KR 24 - CL 78 S 02,CON MUERTOS,ATROPELLO,CIUDAD BOLIVAR,2020/11/21 08:33:00+00,4.539,-74.154,50000561,
-74.157525189,4.61619388184848,340,A000342716,4438272,2016/03/02 00:00:00+00,2016,AV AVENIDA PRIMERO DE MAYO-KR 41B S 02,CON HERIDOS,ATROPELLO,KENNEDY,2016/03/02 22:40:00+00,4.61619388,-74.15752519,8012382,231359
-74.148,4.55099999985058,342,A001178502,10535460,2020/07/18 00:00:00+00,2020,CL 69 S- KR 18 02,SOLO DANOS,VOLCAMIENTO,CIUDAD BOLIVAR,2020/07/18 07:51:00+00,4.551,-74.148,50004846,
-74.157,4.6829999998463,344,A001177541,10535411,2020/06/24 00:00:00+00,2020,AC 17 - KR 116 02,CON HERIDOS,CHOQUE,FONTIBON,2020/06/24 14:40:00+00,4.683,-74.157,9001178,
-74.108622494,4.69788169084578,347,A000603698,4479713,2017/04/26 00:00:00+00,2017,CL 72-KR 90 02,CON HERIDOS,ATROPELLO,ENGATIVA,2017/04/26 12:30:00+00,4.69788169,-74.10862249,10006054,220266
-74.1729999999999,4.67799999984646,348,A001178000,10533486,2020/07/03 00:00:00+00,2020,CL 13 - KR 120 02,CON MUERTOS,VOLCAMIENTO,FONTIBON,2020/07/03 13:15:00+00,4.678,-74.173,9001922,
-74.065234295,4.71292441584529,355,A000605350,4480525,2017/05/04 00:00:00+00,2017,KR 56-CL 127D 02,CON HERIDOS,CHOQUE,SUBA,2017/05/04 18:00:00+00,4.71292442,-74.0652343,11010130,171900
-74.05528205,4.72353041784498,356,A000693985,4503251,2017/12/16 00:00:00+00,2017,KR 50-CL 137 02,SOLO DANOS,CHOQUE,SUBA,2017/12/16 02:00:00+00,4.72353042,-74.05528205,11008518,174144
-74.07319925,4.66766570784682,360,A000649135,4487124,2017/07/11 00:00:00+00,2017,KR 30-CL 72 02,CON MUERTOS,ATROPELLO,BARRIOS UNIDOS,2017/07/11 09:30:00+00,4.66766571,-74.07319925,50006891,50013339
-74.0665708779999,4.59054947884932,361,A000598631,4474602,2017/03/03 00:00:00+00,2017,KR 7-CL 9A E 24,CON HERIDOS,CHOQUE,SANTA FE,2017/03/03 20:40:00+00,4.59054948,-74.06657088,3001018,100894
-74.121,4.58899999984936,364,A001179959,10533591,2020/08/05 00:00:00+00,2020,KR 27 - CL 37 S 02,CON MUERTOS,ATROPELLO,RAFAEL URIBE URIBE,2020/08/05 19:07:00+00,4.589,-74.121,18000047,
-74.102,4.59399999984919,366,A001234291,10533890,2020/12/01 00:00:00+00,2020,CL 11 S- KR 26 02,CON HERIDOS,CHOQUE,ANTONIO NARINO,2020/12/01 13:40:00+00,4.594,-74.102,15000180,
-74.085276284,4.57763409184972,367,A001236358,10530794,2020/12/29 00:00:00+00,2020,CL 11 S- KR 5 02,SOLO DANOS,CHOQUE,SAN CRISTOBAL,2020/12/29 18:10:00+00,4.57763409,-74.08527628,4000336,
-74.092,4.57999999984964,368,A001236104,10530925,2020/12/24 00:00:00+00,2020,KR 10 - CL 14 S 24,CON HERIDOS,CHOQUE,ANTONIO NARINO,2020/12/24 05:30:00+00,4.58,-74.092,15001350,
-74.113037876,4.68566655484623,370,A16444,4455040,2016/08/20 00:00:00+00,2016,KR 86-CL 64CBIS 02,SOLO DANOS,CHOQUE,ENGATIVA,2016/08/20 20:30:00+00,4.68566656,-74.11303788,50008873,50015415
-74.179,4.59699999984908,371,A001232825,10533622,2020/11/10 00:00:00+00,2020,AU SUR - CL 63 S 02,SOLO DANOS,CHOQUE,BOSA,2020/11/10 14:40:00+00,4.597,-74.179,19013020,
-74.162,4.60299999984892,372,A001180064,10533594,2020/08/09 00:00:00+00,2020,AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 54 S 02,CON MUERTOS,ATROPELLO,BOSA,2020/08/09 23:20:00+00,4.603,-74.162,50006292,
-74.1059999999999,4.61699999984847,373,A001181115,10533619,2020/08/30 00:00:00+00,2020,KR 41 A - CL 6 02,CON MUERTOS,CHOQUE,PUENTE ARANDA,2020/08/30 08:00:00+00,4.617,-74.106,16001368,
-74.062338279,4.73049199484472,380,A000200125,4412260,2015/05/06 00:00:00+00,2015,CL 145-KR 57 02,SOLO DANOS,CHOQUE,SUBA,2015/05/06 19:45:00+00,4.730492,-74.06233828,11007117,173640
-74.1539999999999,4.57299999984986,381,A001241195,10534554,2021/03/01 00:00:00+00,2021,DG 68 A S- KR 44 16,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/03/01 17:35:00+00,4.573,-74.154,0,
-74.118009732,4.62489408584818,384,A2609,4406124,2015/02/25 00:00:00+00,2015,KR 60-CL 4G 02,SOLO DANOS,CHOQUE,PUENTE ARANDA,2015/02/25 19:30:00+00,4.62489409,-74.11800973,16000481,141196
-74.0709352109999,4.72614255884488,386,A4409,4408294,2015/03/24 00:00:00+00,2015,AV AVENIDA BOYACA-CL 134 02,CON HERIDOS,CHOQUE,SUBA,2015/03/24 06:00:00+00,4.72614256,-74.07093521,11012308,214126
-74.16,4.58499999984947,387,A001239473,10531590,2021/01/27 00:00:00+00,2021,AV AVENIDA CIUDAD DE VILLAVICENCIO - TV 70 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/01/27 18:35:00+00,4.585,-74.16,19001590,
-74.114952839,4.61415300484853,391,A000281266,4433781,2016/01/08 00:00:00+00,2016,KR 50-CL 2F 10,CON HERIDOS,CHOQUE,PUENTE ARANDA,2016/01/08 07:45:00+00,4.614153,-74.11495284,16004556,194973
-74.1369999999999,4.55399999985047,393,A001240002,10532734,2021/02/07 00:00:00+00,2021,TV 17 - DG 65 S 43,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/02/07 14:40:00+00,4.554,-74.137,19007986,
-74.1489999999999,4.55999999985031,395,A001296695,10537191,2021/04/02 00:00:00+00,2021,CL 68 S- KR 19 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/04/02 05:36:00+00,4.56,-74.149,19006902,
-74.0805125109999,4.67321103584662,396,A000604606,4481593,2017/05/12 00:00:00+00,2017,CL 72-KR 61 02,SOLO DANOS,CHOQUE,BARRIOS UNIDOS,2017/05/12 18:09:00+00,4.67321104,-74.08051251,12001086,43253
-74.136812643,4.6366614578478,397,A000689447,4498585,2017/11/04 00:00:00+00,2017,AV AVENIDA BOYACA-CL 8 39,SOLO DANOS,CHOQUE,KENNEDY,2017/11/04 02:00:00+00,4.63666146,-74.13681264,8003265,196509
-74.1096426079999,4.59589618484915,398,A1541,4405062,2015/02/17 00:00:00+00,2015,CL 17-KR 29D S 04,CON HERIDOS,ATROPELLO,ANTONIO NARINO,2015/02/17 18:10:00+00,4.59589619,-74.10964261,15000054,235845
-74.165,4.57399999984986,399,A001304194,10544353,2021/07/11 00:00:00+00,2021,KR 48 A A - CL 73 C S 38,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/07/11 19:00:00+00,4.574,-74.165,19003703,
-74.0777515139999,4.62237643584825,400,A000400795,4445850,2016/05/19 00:00:00+00,2016,CL 26-KR 24 28,CON HERIDOS,CHOQUE,TEUSAQUILLO,2016/05/19 11:05:00+00,4.62237644,-74.07775151,50008264,1
-74.157,4.57999999984964,401,A001341651,10548774,2021/09/03 00:00:00+00,2021,AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 61  S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/09/03 22:00:00+00,4.58,-74.157,19002092,
-74.146,4.56899999985003,402,A001340011,10547986,2021/08/27 00:00:00+00,2021,KR 22 G  - CL 61  S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/08/27 20:40:00+00,4.569,-74.146,19005255,
-74.15684074,4.59260508084923,405,A001301113,10542264,2021/06/13 00:00:00+00,2021,CL 60 A  S- KR 66  02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/06/13 15:45:00+00,4.59260508,-74.15684074,19000379,
-74.033051198,4.69432353584595,406,A000646104,4489419,2017/08/02 00:00:00+00,2017,KR 7-CL 116 2,CON HERIDOS,CHOQUE,USAQUEN,2017/08/02 12:00:00+00,4.69432354,-74.0330512,1006511,174697
-74.09378723,4.56746009585006,408,A000408777,4453394,2016/08/05 00:00:00+00,2016,CL 27A-KR 3 S 02,CON HERIDOS,ATROPELLO,SAN CRISTOBAL,2016/08/05 20:40:00+00,4.5674601,-74.09378723,4001126,130664
-74.055067063,4.72140928884506,412,A17466,4457232,2016/09/11 00:00:00+00,2016,KR 49-CL 134D 02,SOLO DANOS,CHOQUE,SUBA,2016/09/11 16:40:00+00,4.72140929,-74.05506706,11008931,202490
-74.152,4.58099999984964,413,A001296941,10537353,2021/04/04 00:00:00+00,2021,KR 51 - CL 58 S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/04/04 13:30:00+00,4.581,-74.152,19002064,
-74.1317963129999,4.64532383984753,414,A000763441,4516364,2018/04/29 00:00:00+00,2018,AV AVENIDA BOYACA-CL 12 2,SOLO DANOS,CHOQUE,KENNEDY,2018/04/29 07:11:00+00,4.64532384,-74.13179631,8001092,33200
-74.146,4.56899999985003,416,A001239226,10534261,2021/02/26 00:00:00+00,2021,CL 61 S- KR 22 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/02/26 10:40:00+00,4.569,-74.146,19005255,
-74.1510716779999,4.58062463384964,417,A001241415,10534818,2021/03/05 00:00:00+00,2021,AV AVENIDA JORGE GAITAN CORTES - CL 58 S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/03/05 20:45:00+00,4.58062463,-74.15107168,19002127,
-74.076574738,4.58226910084959,420,A6148,4414216,2015/05/30 00:00:00+00,2015,KR 1A-CL 1 89,CON HERIDOS,ATROPELLO,SANTA FE,2015/05/30 09:50:00+00,4.5822691,-74.07657474,3001769,100948
-74.123203388,4.68318967984629,422,A000689251,4498190,2017/10/30 00:00:00+00,2017,CL 26-KR 92 02,SOLO DANOS,CHOQUE,FONTIBON,2017/10/30 15:10:00+00,4.68318968,-74.12320339,9001379,3
-74.091031894,4.62522365684817,423,A000598952,4475353,2017/03/10 00:00:00+00,2017,AV AVENIDA DE LAS AMERICAS-KR 36 02,CON HERIDOS,CAIDA DE OCUPANTE,PUENTE ARANDA,2017/03/10 11:30:00+00,4.62522366,-74.09103189,13002146,50015611
-74.0381080669999,4.79948738584252,424,A000599852,4476850,2017/03/24 00:00:00+00,2017,AK 45-CL 228 02,SOLO DANOS,CHOQUE,USAQUEN,2017/03/24 03:45:00+00,4.79948739,-74.03810807,1006267,3548
-74.12664721,4.64935017784736,427,A000693873,4503517,2017/12/19 00:00:00+00,2017,AV AVENIDA BOYACA-CL 13 2,CON HERIDOS,CAIDA DE OCUPANTE,FONTIBON,2017/12/19 09:40:00+00,4.64935018,-74.12664721,9003941,33027
-74.140385338,4.67596788084655,431,A284518,4426653,2015/10/15 00:00:00+00,2015,AC 22-KR 98A 03,SOLO DANOS,CHOQUE,FONTIBON,2015/10/15 22:00:00+00,4.67596788,-74.14038534,9002110,201121
-74.102562486,4.65495196784719,433,A000551152,4468216,2016/12/21 00:00:00+00,2016,DG 44-KR 68 02,SOLO DANOS,CHOQUE,ENGATIVA,2016/12/21 16:00:00+00,4.65495197,-74.10256249,13000027,42102
-74.049012121,4.70460438784561,436,A000690975,4499578,2017/11/14 00:00:00+00,2017,AK 19-CL 125 02,SOLO DANOS,CHOQUE,USAQUEN,2017/11/14 13:10:00+00,4.70460439,-74.04901212,30001075,50014958
-74.0772715269999,4.60705167584874,437,A6167,4414015,2015/05/27 00:00:00+00,2015,AV AVENIDA CARACAS-CL 17 18,SOLO DANOS,CHOQUE,SANTA FE,2015/05/27 16:30:00+00,4.60705168,-74.07727153,3000530,53013
-74.06441189,4.70889091984545,443,A000761887,4510962,2018/03/08 00:00:00+00,2018,CL 127-KR 55 2,SOLO DANOS,CHOQUE,SUBA,2018/03/08 11:30:00+00,4.70889092,-74.06441189,11010352,52024
-74.1114491499999,4.70898566984545,447,A000605360,4483783,2017/06/03 00:00:00+00,2017,CL 80-KR 98 02,SOLO DANOS,CHOQUE,ENGATIVA,2017/06/03 20:30:00+00,4.70898567,-74.11144915,10003679,20594
-74.1075134399999,4.65725745784714,455,A000042488,4403397,2015/01/28 00:00:00+00,2015,KR 69-CL 25B 02,SOLO DANOS,CHOQUE,FONTIBON,2015/01/28 18:30:00+00,4.65725746,-74.10751344,9003716,228387
-74.1089159809999,4.58926398684933,457,A000279000,4431271,2015/12/06 00:00:00+00,2015,AV AVENIDA PRIMERO DE MAYO-KR 27 02,CON HERIDOS,CHOQUE,ANTONIO NARINO,2015/12/06 20:00:00+00,4.58926399,-74.10891598,18000050,238178
-74.141971682,4.65382482784724,458,A000693011,4501741,2017/12/03 00:00:00+00,2017,AV AVENIDA CIUDAD DE CALI-CL 13A 2,SOLO DANOS,CHOQUE,KENNEDY,2017/12/03 11:00:00+00,4.65382483,-74.14197168,8000170,144746
-74.139,4.56199999985025,459,A001240623,10533302,2021/02/15 00:00:00+00,2021,AV AVENIDA BOYACA - CL 60 S 11,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/02/15 22:42:00+00,4.562,-74.139,19006589,
-74.1609999999999,4.5899999998493,461,A001303653,10540531,2021/05/22 00:00:00+00,2021,CL 62 B  S- KR 70 C  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/05/22 14:30:00+00,4.59,-74.161,19000942,
-74.1617223499999,4.5929858468492,463,A001301332,10542795,2021/06/20 00:00:00+00,2021,KR 70 C  - CL 57 R S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/06/20 11:50:00+00,4.59298585,-74.16172235,19000406,
-74.163,4.56899999985003,464,A001298762,10539431,2021/05/08 00:00:00+00,2021,KR 43 - CL 73 S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/05/08 17:25:00+00,4.569,-74.163,19005179,
-74.137265513,4.55448147485047,465,A000341679,4437325,2016/02/20 00:00:00+00,2016,AV AVENIDA BOYACA-KR 64 S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2016/02/20 23:40:00+00,4.55448147,-74.13726551,19007821,248495
-74.162,4.48799999985265,467,A001305382,10547358,2021/08/18 00:00:00+00,2021,KR 70 C  - CL 62  S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/08/18 11:30:00+00,4.488,-74.162,,
-74.1409083359999,4.55950163885034,469,A001296957,10537405,2021/04/04 00:00:00+00,2021,TV 18 R - CL 61 S 35,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/04/04 01:34:00+00,4.55950164,-74.14090834,50001156,
-74.1439999999999,4.56699999985009,471,A001339460,10546907,2021/08/13 00:00:00+00,2021,CL 61  S- KR 22  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/08/13 19:00:00+00,4.567,-74.144,50005800,
-74.134,4.53999999985092,474,A001232174,10536994,2021/03/30 00:00:00+00,2021,AV AVENIDA BOYACA - CL 15 S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/03/30 12:30:00+00,4.54,-74.134,19011377,
-74.1802186629999,4.59707353684907,475,A000645504,4488686,2017/07/25 00:00:00+00,2017,AV AVENIDA DEL SUR-KR 76A 77,SOLO DANOS,CHOQUE,BOSA,2017/07/25 17:10:00+00,4.59707354,-74.18021866,19000004,57128
-74.1016998059999,4.70349937184565,476,A8826,4417252,2015/07/04 00:00:00+00,2015,CL 80-KR 86 02,CON HERIDOS,ATROPELLO,ENGATIVA,2015/07/04 17:10:00+00,4.70349937,-74.10169981,10004833,17023
