X,Y,OBJECTID,FORMULARIO,CODIGO_ACCIDENTE,FECHA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,DIRECCION,GRAVEDAD,CLASE_ACC,LOCALIDAD,FECHA_HORA_ACC,LATITUD,LONGITUD,CIV,PK_CALZADA
-74.115996045,4.48886042085259,478,A000763362,4514064,2018/04/06 00:00:00+00,2018,CL 115-KR 7C SE 02,CON HERIDOS,CHOQUE,USME,2018/04/06 22:05:00+00,4.48886042,-74.11599605,5007925,163234
-74.18,4.58299999984953,485,A001299534,10539651,2021/05/10 00:00:00+00,2021,KR 77 C S- CL 64 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/05/10 23:00:00+00,4.583,-74.18,30001433,
-74.1038341249999,4.69921255684578,488,A000199504,4411200,2015/04/24 00:00:00+00,2015,AV AVENIDA CIUDAD DE CALI-CL 75 02,SOLO DANOS,CHOQUE,ENGATIVA,2015/04/24 19:00:00+00,4.69921256,-74.10383413,10005853,221098
-74.127086442,4.64917284884737,489,A000345583,4441537,2016/04/06 00:00:00+00,2016,CL 17-KR 72 02,CON HERIDOS,CHOQUE,FONTIBON,2016/04/06 19:50:00+00,4.64917285,-74.12708644,9004336,33017
-74.154339254,4.67250496984662,490,A000406218,4451241,2016/07/11 00:00:00+00,2016,KR 106-CL 15A 02,CON HERIDOS,ATROPELLO,FONTIBON,2016/07/11 13:10:00+00,4.67250497,-74.15433925,9002462,31093
-74.0930778109999,4.60305246484892,492,A20508,4466916,2016/12/09 00:00:00+00,2016,CL 6-KR 24 02,SOLO DANOS,CHOQUE,LOS MARTIRES,2016/12/09 13:45:00+00,4.60305247,-74.09307781,14000816,54006
-74.141403383,4.56219074785021,493,A001239715,10532707,2021/02/08 00:00:00+00,2021,CL 56 S- KR 19 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/02/08 19:30:00+00,4.56219075,-74.14140338,19006544,
-74.151,4.56599999985008,494,A001340575,10548912,2021/09/04 00:00:00+00,2021,DG 62  S- KR 22 A  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/09/04 11:00:00+00,4.566,-74.151,19005909,
-74.1559999999999,4.54999999985064,495,A001240898,10533898,2021/02/22 00:00:00+00,2021,CL 68 F S- KR 63 3,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/02/22 19:10:00+00,4.55,-74.156,,
-74.084164328,4.65367846584723,496,A000693892,4504410,2017/12/28 00:00:00+00,2017,CL 63-KR 50 2,SOLO DANOS,CHOQUE,TEUSAQUILLO,2017/12/28 17:02:00+00,4.65367847,-74.08416433,13002557,41338
-74.055923434,4.72168191484502,500,A000340514,4437553,2016/02/23 00:00:00+00,2016,CL 134D-KR 50 02,SOLO DANOS,CHOQUE,SUBA,2016/02/23 07:40:00+00,4.72168191,-74.05592343,11008883,222108
-74.136634203,4.55276661485053,501,A000041516,4402879,2015/01/23 00:00:00+00,2015,AV AVENIDA BOYACA-CL 65A S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2015/01/23 07:30:00+00,4.55276662,-74.1366342,19008348,248222
-74.06852572,4.72970660984478,503,A000764370,4513745,2018/04/05 00:00:00+00,2018,KR 72-CL 138 02,CON HERIDOS,CHOQUE,SUBA,2018/04/05 07:15:00+00,4.72970661,-74.06852572,11012304,214130
-74.052749663,4.71919400984509,504,A284338,4426753,2015/10/17 00:00:00+00,2015,CL 134-KR 45A 02,CON HERIDOS,ATROPELLO,SUBA,2015/10/17 11:45:00+00,4.71919401,-74.05274966,11009341,202475
-74.1589999999999,4.58299999984953,505,A001303138,10539934,2021/05/16 00:00:00+00,2021,AC 68  S- TV 69  02,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/05/16 23:20:00+00,4.583,-74.159,19001926,
-74.1369999999999,4.5469999998507,506,A001299537,10539937,2021/05/16 00:00:00+00,2021,AV AVENIDA BOYACA - CL 71  S 02,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/05/16 13:10:00+00,4.547,-74.137,50007749,
-74.145,4.56799999985003,508,A001339636,10547294,2021/08/17 00:00:00+00,2021,CL 61  S- KR 22 G  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/08/17 15:15:00+00,4.568,-74.145,19005447,
-74.1614448,4.59281454584923,511,A001236392,10532070,2021/01/22 00:00:00+00,2021,KR 70 C - CL 57 S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/01/22 10:20:00+00,4.59281455,-74.1614448,19000406,
-74.155,4.56499999985014,512,A001305574,10546186,2021/08/04 00:00:00+00,2021,TV 22  - CL 69 C S 46,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/08/04 15:50:00+00,4.565,-74.155,19006169,
-74.151,4.55799999985037,515,A001240594,10533956,2021/02/22 00:00:00+00,2021,KR 19 C - CL 65 S 02,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/02/22 00:13:00+00,4.558,-74.151,19007223,
-74.1439999999999,4.54499999985081,516,A001305226,10545391,2021/07/24 00:00:00+00,2021,KR 18 B BIS - CL 73 A S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/07/24 14:47:00+00,4.545,-74.144,19010222,
-74.092291589,4.55074470885062,521,A6264,4414996,2015/06/06 00:00:00+00,2015,KR 4-CL 40 ES 02,CON HERIDOS,CAIDA DE OCUPANTE,SAN CRISTOBAL,2015/06/06 10:00:00+00,4.55074471,-74.09229159,4003871,130414
-74.0958961379999,4.60516364984884,525,A000641101,4485996,2017/06/28 00:00:00+00,2017,CL 6-KR 27 02,CON HERIDOS,CHOQUE,LOS MARTIRES,2017/06/28 04:20:00+00,4.60516365,-74.09589614,14000671,54734
-74.1609999999999,4.58899999984936,527,A001303801,10540653,2021/05/24 00:00:00+00,2021,CL 63  S- KR 70 C  02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/05/24 18:20:00+00,4.589,-74.161,50006202,
-74.1559999999999,4.57799999984969,529,A001296335,10536581,2021/03/26 00:00:00+00,2021,CL 68 S- KR 49 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/03/26 06:26:00+00,4.578,-74.156,19003041,
-74.1609999999999,4.58799999984936,533,A001238124,10536687,2021/03/27 00:00:00+00,2021,KR 70 C - CL 64 S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/03/27 11:55:00+00,4.588,-74.161,50006122,
-74.169,4.5899999998493,536,A001304250,10545340,2021/07/23 00:00:00+00,2021,CL 62 D  S- KR 73  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/07/23 03:20:00+00,4.59,-74.169,19001000,
-74.134,4.53999999985092,537,A001341520,10548582,2021/09/02 00:00:00+00,2021,CL 71 B  S- KR 15  02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/09/02 21:46:00+00,4.54,-74.134,19011377,
-74.168,4.57199999984991,538,A001234365,10531098,2021/01/12 00:00:00+00,2021,TV 50 - CL 76 S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/01/12 11:30:00+00,4.572,-74.168,19004275,
-74.138,4.55499999985047,539,A001305832,10546796,2021/08/06 00:00:00+00,2021,AV AVENIDA BOYACA - CL 64 A BIS S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/08/06 23:50:00+00,4.555,-74.138,19007788,
-74.145248914,4.56559454385008,540,A001341819,10549233,2021/09/09 00:00:00+00,2021,CL 63  S- KR 21  8,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/09/09 19:00:00+00,4.56559454,-74.14524891,19005917,
-74.163,4.58899999984936,541,A001236903,10531365,2021/01/07 00:00:00+00,2021,CL 63 S- TV 70 02,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/01/07 17:49:00+00,4.589,-74.163,19001167,
-74.068549428,4.69868301284578,542,A000201061,4413141,2015/05/15 00:00:00+00,2015,CL 115-KR 58 02,SOLO DANOS,CHOQUE,SUBA,2015/05/15 12:15:00+00,4.69868301,-74.06854943,50007184,268171
-74.053826594,4.65759949084712,544,A000552811,4475903,2017/03/16 00:00:00+00,2017,KR 7-CL 75 02,SOLO DANOS,CHOQUE,CHAPINERO,2017/03/16 16:00:00+00,4.65759949,-74.05382659,2001048,38082
-74.1383738819999,4.54342452885084,547,A000602913,4478937,2017/04/18 00:00:00+00,2017,CL 74A-KR 17A S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2017/04/18 09:10:00+00,4.54342453,-74.13837388,19010662,146889
-74.0748576509999,4.63146803884795,548,A000640745,4485206,2017/06/17 00:00:00+00,2017,CL 41-KR 22 02,SOLO DANOS,CHOQUE,TEUSAQUILLO,2017/06/17 10:30:00+00,4.63146804,-74.07485765,13001712,193016
-74.049938856,4.72811624784482,549,A680,4404205,2015/02/07 00:00:00+00,2015,AK 45-CL 145A 02,SOLO DANOS,CHOQUE,USAQUEN,2015/02/07 14:30:00+00,4.72811625,-74.04993886,1003366,50015319
-74.0946467379999,4.60027834484899,553,A000341897,4437913,2016/02/27 00:00:00+00,2016,KR 24-CL 4B 02,CON HERIDOS,CHOQUE,LOS MARTIRES,2016/02/27 14:10:00+00,4.60027834,-74.09464674,14001041,54016
-74.135280117,4.58687555984944,554,A000817900,10450501,2018/06/06 00:00:00+00,2018,CL 49B-KR 35 S 02,SOLO DANOS,CHOQUE,TUNJUELITO,2018/06/06 06:50:00+00,4.58687556,-74.13528012,6000596,232185
-74.122741418,4.67548626784653,556,A000200214,4411958,2015/05/04 00:00:00+00,2015,AV AVENIDA CIUDAD DE CALI-CL 25 02,SOLO DANOS,CHOQUE,FONTIBON,2015/05/04 10:00:00+00,4.67548627,-74.12274142,,
-74.124190126,4.6518609478473,559,A000473977,4459715,2016/10/05 00:00:00+00,2016,AV AVENIDA BOYACA-CL 19A 02,CON HERIDOS,CHOQUE,FONTIBON,2016/10/05 21:30:00+00,4.65186095,-74.12419013,9003885,228245
-74.075473689,4.58238949884956,561,A000200710,4412272,2015/05/07 00:00:00+00,2015,CL 1ABIS-KR 2A E 02,CON HERIDOS,ATROPELLO,SANTA FE,2015/05/07 18:45:00+00,4.5823895,-74.07547369,3002190,99611
-74.068152552,4.71961883984512,563,A000199366,4411104,2015/04/25 00:00:00+00,2015,AK 58-CL 130 02,CON HERIDOS,CHOQUE,SUBA,2015/04/25 15:50:00+00,4.71961884,-74.06815255,50007214,50014334
-74.131870103,4.62958053484804,564,A000756735,4506446,2018/01/24 00:00:00+00,2018,AV AVENIDA DE LAS AMERICAS-KR 70B 2,SOLO DANOS,CHOQUE,KENNEDY,2018/01/24 18:40:00+00,4.62958054,-74.1318701,8004775,214658
-74.099842778,4.73590705284459,565,A000240215,4424970,2015/09/28 00:00:00+00,2015,AV AVENIDA CIUDAD DE CALI-CL 132 02,CON HERIDOS,CHOQUE,SUBA,2015/09/28 22:00:00+00,4.73590705,-74.09984278,11005964,8478
-74.058539245,4.72600585584488,567,A000695657,4504667,2017/12/27 00:00:00+00,2017,CL 138-KR 54 2,SOLO DANOS,CHOQUE,SUBA,2017/12/27 23:00:00+00,4.72600586,-74.05853925,11012221,31427
-74.0409277959999,4.70386926584559,569,A000817326,10450637,2018/06/08 00:00:00+00,2018,CL 127-KR 14 2,SOLO DANOS,CHOQUE,USAQUEN,2018/06/08 14:53:00+00,4.70386927,-74.0409278,1004509,50014285
-74.1506014679999,4.6456274948475,570,A7156,4415220,2015/06/09 00:00:00+00,2015,KR 86-CL 8 2,SOLO DANOS,CHOQUE,KENNEDY,2015/06/09 15:10:00+00,4.64562749,-74.15060147,50004764,
-74.1239171299999,4.68555298984624,573,A000759673,4509646,2018/02/24 00:00:00+00,2018,TR 93-CL 52 02,SOLO DANOS,CHOQUE,ENGATIVA,2018/02/24 13:45:00+00,4.68555299,-74.12391713,9004155,223511
-74.132467677,4.70491007184561,578,A000401793,4446972,2016/05/29 00:00:00+00,2016,CL 65B-KR 111C 02,SOLO DANOS,CHOQUE,ENGATIVA,2016/05/29 06:30:00+00,4.70491007,-74.13246768,10004321,24698
-74.096257088,4.59510558384917,579,A000338773,4444235,2016/05/04 00:00:00+00,2016,KR 24-CL 1D 02,SOLO DANOS,CHOQUE,LOS MARTIRES,2016/05/04 05:45:00+00,4.59510558,-74.09625709,14001542,53906
-74.060714156,4.6463221118475,581,A000755714,4505219,2018/01/11 00:00:00+00,2018,KR 7-CL 61 2,SOLO DANOS,CHOQUE,CHAPINERO,2018/01/11 16:55:00+00,4.64632211,-74.06071416,2001472,
-74.1138312109999,4.57760596984971,590,A000342060,4439957,2016/03/19 00:00:00+00,2016,KR 18A-CL 32 S 02,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE,2016/03/19 15:00:00+00,4.57760597,-74.11383121,18001441,131323
-74.161198117,4.58988999884931,597,A9819,4417955,2015/07/11 00:00:00+00,2015,AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 62B S 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2015/07/11 15:10:00+00,4.58989,-74.16119812,19000942,56225
-74.10473591,4.65638289684719,599,A000648271,4491241,2017/08/22 00:00:00+00,2017,AC 26-KR 68BBIS 02,SOLO DANOS,CHOQUE,ENGATIVA,2017/08/22 20:40:00+00,4.6563829,-74.10473591,10010159,228685
-74.128501592,4.6640988368469,602,A000602763,4479156,2017/04/19 00:00:00+00,2017,CL 22-KR 82 02,SOLO DANOS,CHOQUE,FONTIBON,2017/04/19 23:10:00+00,4.66409884,-74.12850159,9003412,228290
-74.120737912,4.52801067885132,607,A000471979,4458651,2016/09/24 00:00:00+00,2016,AV AVENIDA CARACAS-CL 66 S 02,SOLO DANOS,CHOQUE,USME,2016/09/24 06:40:00+00,4.52801068,-74.12073791,5007772,178316
-74.0688724409999,4.69597480584586,611,A000649009,4487069,2017/07/10 00:00:00+00,2017,AV AVENIDA SUBA-CL 114 02,SOLO DANOS,CHOQUE,SUBA,2017/07/10 07:50:00+00,4.69597481,-74.06887244,11011216,50013746
-74.15464287,4.57557544984977,615,A000760468,4510300,2018/03/03 00:00:00+00,2018,AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 46A 21,CON MUERTOS,ATROPELLO,CIUDAD BOLIVAR,2018/03/03 15:30:00+00,4.57557545,-74.15464287,19003211,242456
-74.1160780399999,4.55641362285039,616,A4631,4408092,2015/03/20 00:00:00+00,2015,TR 5U-CL 48R S 09,CON HERIDOS,ATROPELLO,RAFAEL URIBE URIBE,2015/03/20 21:43:00+00,4.55641362,-74.11607804,18004791,96955
-74.1099154509999,4.62796972184808,618,A7713,4415955,2015/06/17 00:00:00+00,2015,AV AVENIDA DE LAS AMERICAS-KR 53 02,SOLO DANOS,CHOQUE,PUENTE ARANDA,2015/06/17 19:00:00+00,4.62796972,-74.10991545,16000319,169925
-74.138383988,4.58868996984938,620,A529,4404862,2015/02/07 00:00:00+00,2015,CL 51-TR 44 S 02,SOLO DANOS,CHOQUE,TUNJUELITO,2015/02/07 22:00:00+00,4.58868997,-74.13838399,6000414,50017038
-74.0593182649999,4.63864102584776,622,A000275261,4428397,2015/11/04 00:00:00+00,2015,AV AVENIDA CIRCUNVALAR-CL 53 02,SOLO DANOS,CHOQUE,CHAPINERO,2015/11/04 14:00:00+00,4.63864103,-74.05931827,50006368,50014051
-74.071755023,4.64246244584759,624,A7688,4415639,2015/06/14 00:00:00+00,2015,CL 53ABIS-KR 21 02,SOLO DANOS,CHOQUE,TEUSAQUILLO,2015/06/14 14:05:00+00,4.64246245,-74.07175502,13000973,193406
-74.1476525319999,4.60391792284886,625,A000201309,4413398,2015/05/18 00:00:00+00,2015,KR 72HBIS-CL 42F S 02,SOLO DANOS,CHOQUE,KENNEDY,2015/05/18 23:40:00+00,4.60391792,-74.14765253,50001440,
-74.114039292,4.50796677085198,628,A000813429,10448442,2018/05/15 00:00:00+00,2018,AV AVENIDA BOYACA-KR 14 02,SOLO DANOS,CHOQUE,USME,2018/05/15 19:50:00+00,4.50796677,-74.11403929,50007676,269605
-74.11826755,4.70541460984557,633,A000763480,10455022,2018/03/22 00:00:00+00,2018,KR 103-CL 72 02,SOLO DANOS,CHOQUE,ENGATIVA,2018/03/22 17:10:00+00,4.70541461,-74.11826755,10004190,22805
-74.0991318,4.74599514384426,635,A000474627,4462783,2016/11/02 00:00:00+00,2016,CL 142-KR 108A 02,SOLO DANOS,CHOQUE,SUBA,2016/11/02 12:30:00+00,4.74599514,-74.0991318,11003055,8511
-74.145555799,4.63111276384795,637,A000692305,4501541,2017/12/02 00:00:00+00,2017,AV AVENIDA DE LAS AMERICAS-CL 78B 63,CON HERIDOS,CAIDA DE OCUPANTE,KENNEDY,2017/12/02 09:54:00+00,4.63111276,-74.1455558,8004360,50013173
-74.085821644,4.6552724058472,641,A000477306,4463113,2016/11/05 00:00:00+00,2016,AC 63-KR 57 02,CON HERIDOS,ATROPELLO,TEUSAQUILLO,2016/11/05 13:30:00+00,4.65527241,-74.08582164,13000023,228788
-74.129455733,4.58262193384954,643,A000238197,4423769,2015/09/15 00:00:00+00,2015,CL 47-KR 27 S 02,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE,2015/09/15 06:15:00+00,4.58262193,-74.12945573,18000643,238833
-74.113292714,4.54949192485063,648,A000686359,4495385,2017/10/01 00:00:00+00,2017,CL 49BIS-KR 5F S 2,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE,2017/10/01 15:30:00+00,4.54949192,-74.11329271,18005292,98385
-74.028937035,4.70232963384564,651,A000341610,4439295,2016/03/12 00:00:00+00,2016,CL 127-KR 7 83,SOLO DANOS,CHOQUE,USAQUEN,2016/03/12 11:46:00+00,4.70232963,-74.02893704,1004648,50014291
-74.100323709,4.60331849684886,652,A000040527,4401928,2015/01/09 00:00:00+00,2015,KR 30-CL 3 02,SOLO DANOS,CHOQUE,LOS MARTIRES,2015/01/09 17:15:00+00,4.6033185,-74.10032371,14001716,54242
-74.086350538,4.69637081984584,656,A000402914,4447816,2016/06/09 00:00:00+00,2016,DG 83A-KR 72 02,SOLO DANOS,CHOQUE,ENGATIVA,2016/06/09 08:30:00+00,4.69637082,-74.08635054,10010119,50014119
-74.125199961,4.56962546784996,659,A000402737,4447612,2016/06/04 00:00:00+00,2016,TR 14-DG 46 S 02,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE,2016/06/04 23:00:00+00,4.56962547,-74.12519996,50005676,50015676
-74.1902064179999,4.6424557848476,662,A000041879,4402612,2015/01/20 00:00:00+00,2015,CL 54-KR 100 S 02,CON HERIDOS,CHOQUE,BOSA,2015/01/20 11:00:00+00,4.64245578,-74.19020642,7008530,
-74.0774466949999,4.65907242884707,665,A000341012,4436570,2016/02/12 00:00:00+00,2016,AK 30-CL 64 02,SOLO DANOS,CHOQUE,BARRIOS UNIDOS,2016/02/12 11:15:00+00,4.65907243,-74.0774467,50006960,50013333
-74.142478775,4.58740209884939,666,A9331,4417965,2015/07/11 00:00:00+00,2015,KR 38A-CL 54 S 02,SOLO DANOS,CHOQUE,TUNJUELITO,2015/07/11 08:30:00+00,4.5874021,-74.14247878,6000574,232931
-74.061351363,4.65291568784729,672,A000472042,4458008,2016/09/18 00:00:00+00,2016,KR 11-CL 67 20,SOLO DANOS,CHOQUE,CHAPINERO,2016/09/18 10:10:00+00,4.65291569,-74.06135136,2001209,50013570
-74.160878501,4.63671540284779,677,A000278466,4432038,2015/12/09 00:00:00+00,2015,AV AVENIDA CIUDAD DE CALI-CL 34 S 06,CON HERIDOS,ATROPELLO,KENNEDY,2015/12/09 19:50:00+00,4.6367154,-74.1608785,50006736,50015354
-74.028272041,4.67474251784659,678,A000555599,4472986,2017/02/15 00:00:00+00,2017,DG 100ABIS-KR 3 38,SOLO DANOS,CHOQUE,CHAPINERO,2017/02/15 12:20:00+00,4.67474252,-74.02827204,2002352,
-74.0949108469999,4.68728113684618,685,A000640391,4484772,2017/06/13 00:00:00+00,2017,KR 72-CL 72 02,SOLO DANOS,CHOQUE,ENGATIVA,2017/06/13 05:20:00+00,4.68728114,-74.09491085,10007526,221146
-74.180015117,4.5970873748491,688,A000602320,4478676,2017/04/12 00:00:00+00,2017,AV AVENIDA DEL SUR-CL 64B S 70,SOLO DANOS,CHOQUE,BOSA,2017/04/12 08:15:00+00,4.59708738,-74.18001512,19000003,57988
-74.164,4.56199999985025,689,A001297116,10537272,2021/04/06 00:00:00+00,2021,KR 26 C - CL 72 S 02,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/04/06 18:40:00+00,4.562,-74.164,19006586,
-74.0429542219999,4.68818242884613,693,A000041245,4401969,2015/01/12 00:00:00+00,2015,KR 9-CL 104A 51,SOLO DANOS,CHOQUE,USAQUEN,2015/01/12 16:00:00+00,4.68818243,-74.04295422,1005649,175115
-74.103692199,4.61951879084839,694,A000694971,4504069,2017/12/23 00:00:00+00,2017,KR 42A-CL 10A 02,SOLO DANOS,CHOQUE,PUENTE ARANDA,2017/12/23 21:03:00+00,4.61951879,-74.1036922,16001063,193607
-74.175,4.59299999984925,695,A001341375,10548551,2021/09/01 00:00:00+00,2021,KR 75  - CL 58 C S 3,CON HERIDOS,ATROPELLO,CIUDAD BOLIVAR,2021/09/01 11:40:00+00,4.593,-74.175,19013562,
-74.129401048,4.70860822184548,697,A000692639,4504930,2018/01/06 00:00:00+00,2018,KR 111C-CL 70B 82,SOLO DANOS,CHOQUE,ENGATIVA,2018/01/06 21:00:00+00,4.70860822,-74.12940105,10003302,
-74.058766674,4.65732185184713,700,A000647463,4490047,2017/08/11 00:00:00+00,2017,CL 72-KR 11 2,SOLO DANOS,CHOQUE,CHAPINERO,2017/08/11 04:00:00+00,4.65732185,-74.05876667,2001060,38022
-74.10990485,4.60131826784896,701,A1739,4405551,2015/02/19 00:00:00+00,2015,CL 85-KR 35 S 02,SOLO DANOS,CHOQUE,PUENTE ARANDA,2015/02/19 05:30:00+00,4.60131827,-74.10990485,16003238,237657
-74.089291885,4.57954496884965,704,A000277972,4430750,2015/11/29 00:00:00+00,2015,KR 8-CL 13 ES 34,SOLO DANOS,CHOQUE,SAN CRISTOBAL,2015/11/29 19:15:00+00,4.57954497,-74.08929189,4000247,240884
-74.062733613,4.65364774884728,705,A940,4404810,2015/02/16 00:00:00+00,2015,KR 13-CL 67 02,CON HERIDOS,ATROPELLO,CHAPINERO,2015/02/16 17:20:00+00,4.65364775,-74.06273361,2001182,39375
-74.118237713,4.52572315585139,706,A000551014,4468710,2016/12/26 00:00:00+00,2016,CL 69-KR 12 S 22,CON HERIDOS,ATROPELLO,USME,2016/12/26 15:20:00+00,4.52572316,-74.11823771,5000710,178305
-74.161961929,4.59520050084913,707,A001241308,10535816,2021/03/16 00:00:00+00,2021,AV AVENIDA CIUDAD DE VILLAVICENCIO - AV AVENIDA DEL SUR 02,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR,2021/03/16 21:10:00+00,4.5952005,-74.16196193,30001801,
-74.14,4.56199999985025,708,A001299042,10539043,2021/04/01 00:00:00+00,2021,KR 19 B - CL 61 S 02,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR,2021/04/01 12:49:00+00,4.562,-74.14,19006596,
-74.124153096,4.65156472484734,709,A000812271,4515072,2018/04/16 00:00:00+00,2018,KR 72-CL 19 02,SOLO DANOS,CHOQUE,FONTIBON,2018/04/16 17:40:00+00,4.65156473,-74.1241531,9003935,228233
-74.101470256,4.61285464884857,710,A716,4404462,2015/02/08 00:00:00+00,2015,CL 08-KR 35 S 00,SOLO DANOS,CHOQUE,PUENTE ARANDA,2015/02/08 12:00:00+00,4.61285465,-74.10147026,16001886,138145
-74.125649261,4.67232432884664,712,A000688925,4498117,2017/10/29 00:00:00+00,2017,CL 24-KR 86 02,CON HERIDOS,CHOQUE,FONTIBON,2017/10/29 19:45:00+00,4.67232433,-74.12564926,50006977,50015622
-74.100834143,4.64944916184739,714,A000602305,4478531,2017/04/08 00:00:00+00,2017,AC 26-KR 66 02,SOLO DANOS,CHOQUE,TEUSAQUILLO,2017/04/08 12:50:00+00,4.64944916,-74.10083414,13000317,3
